Title,Price (£),Rating (1-5),In Stock,URL,Cat_Academic,Cat_Add a comment,Cat_Adult Fiction,Cat_Art,Cat_Autobiography,Cat_Biography,Cat_Business,Cat_Childrens,Cat_Christian,Cat_Christian Fiction,Cat_Classics,Cat_Contemporary,Cat_Crime,Cat_Cultural,Cat_Default,Cat_Erotica,Cat_Fantasy,Cat_Fiction,Cat_Food and Drink,Cat_Health,Cat_Historical,Cat_Historical Fiction,Cat_History,Cat_Horror,Cat_Humor,Cat_Music,Cat_Mystery,Cat_New Adult,Cat_Nonfiction,Cat_Novels,Cat_Paranormal,Cat_Parenting,Cat_Philosophy,Cat_Poetry,Cat_Politics,Cat_Psychology,Cat_Religion,Cat_Romance,Cat_Science,Cat_Science Fiction,Cat_Self Help,Cat_Sequential Art,Cat_Short Stories,Cat_Spirituality,Cat_Sports and Games,Cat_Suspense,Cat_Thriller,Cat_Travel,Cat_Womens Fiction,Cat_Young Adult
The Autobiography of Malcolm X,-0.8386068440839963,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",-0.04790327629467465,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Art of Fielding,-0.9351757830334726,-1.3407711096652182,True,http://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",-0.6643471046262946,-0.6435422434846575,True,http://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stiff: The Curious Lives of Human Cadavers,0.12780862765850806,0.05368662269590314,True,http://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spilled Milk: Based on a True Story,0.05883081412316758,-1.3407711096652182,True,http://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Something Borrowed (Darcy & Rachel #1),0.05883081412316758,1.4481443550570243,True,http://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Something Blue (Darcy & Rachel #2),1.4260436866183857,-1.3407711096652182,True,http://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Soldier (Talon #3),-0.7449422341254817,-0.6435422434846575,True,http://books.toscrape.com/catalogue/soldier-talon-3_222/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shopaholic & Baby (Shopaholic #5),0.8328344902144598,-0.6435422434846575,True,http://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seven Days in the Art World,1.2597708518858286,-0.6435422434846575,True,http://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seven Brief Lessons on Physics,-0.31800587245411227,0.7509154888764638,True,http://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scarlet (The Lunar Chronicles #2),0.05883081412316758,0.7509154888764638,True,http://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sarah's Key,0.8212171742506127,-1.3407711096652182,True,http://books.toscrape.com/catalogue/sarahs-key_217/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saga, Volume 3 (Saga (Collected Editions) #3)",-0.9736581421637152,1.4481443550570243,True,http://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Running with Scissors,-1.6024453687069222,0.7509154888764638,True,http://books.toscrape.com/catalogue/running-with-scissors_215/index.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rogue Lawyer (Rogue Lawyer #1),1.0985805928874546,0.05368662269590314,True,http://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",0.48576717579453704,0.7509154888764638,True,http://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rework,0.7188395773192131,-0.6435422434846575,True,http://books.toscrape.com/catalogue/rework_212/index.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reservations for Two,-1.733866255547939,0.05368662269590314,True,http://books.toscrape.com/catalogue/reservations-for-two_211/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Red: The True Story of Red Riding Hood,-0.4675788154886397,0.05368662269590314,True,http://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ready Player One,-1.155178704098821,0.7509154888764638,True,http://books.toscrape.com/catalogue/ready-player-one_209/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Quiet: The Power of Introverts in a World That Can't Stop Talking,0.6222706383697364,-1.3407711096652182,True,http://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),0.6280792963516602,0.05368662269590314,True,http://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Persepolis: The Story of a Childhood (Persepolis #1-2),0.3013422848684694,-1.3407711096652182,True,http://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Packing for Mars: The Curious Science of Life in the Void,1.575616629652913,-0.6435422434846575,True,http://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outliers: The Story of Success,-1.5116850877393693,-1.3407711096652182,True,http://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Original Fake,-0.2562888813961764,0.05368662269590314,True,http://books.toscrape.com/catalogue/original-fake_203/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Orange Is the New Black,-0.7529291388506263,-0.6435422434846575,True,http://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One for the Money (Stephanie Plum #1),-0.15318520221703633,-0.6435422434846575,True,http://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Notes from a Small Island (Notes From a Small Island #1),0.3768548386334734,-1.3407711096652182,True,http://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night (The Night Trilogy #1),-1.5588804338424969,-1.3407711096652182,True,http://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neither Here nor There: Travels in Europe,0.2882728044091418,0.05368662269590314,True,http://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Naked,-0.23886290745040606,0.05368662269590314,True,http://books.toscrape.com/catalogue/naked_197/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morning Star (Red Rising #3),-0.40513574218296333,-1.3407711096652182,True,http://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",0.05883081412316758,-1.3407711096652182,True,http://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight Riot (Peter Grant/ Rivers of London - books #1),1.4870345954285815,-0.6435422434846575,True,http://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Me Talk Pretty One Day,1.6424161964450323,-0.6435422434846575,True,http://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuscript Found in Accra,1.815205619308136e-05,-0.6435422434846575,True,http://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lust & Wonder,-1.6779579224719265,-0.6435422434846575,True,http://books.toscrape.com/catalogue/lust-wonder_191/index.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lila (Gilead #3),-1.634392987607501,0.05368662269590314,True,http://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",-0.12486799455515975,-0.6435422434846575,True,http://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Life Without a Recipe,1.7469720401196531,1.4481443550570243,True,http://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life After Life,-0.642564637194082,-0.6435422434846575,True,http://books.toscrape.com/catalogue/life-after-life_187/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Letter to a Christian Nation,-0.9279149605560685,-1.3407711096652182,True,http://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Let's Pretend This Never Happened: A Mostly True Memoir,0.7355394690172427,-1.3407711096652182,True,http://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend (Legend #1),0.6324357898381023,0.7509154888764638,True,http://books.toscrape.com/catalogue/legend-legend-1_184/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Lean In: Women, Work, and the Will to Lead",-0.723159766693269,-1.3407711096652182,True,http://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",0.05883081412316758,1.4481443550570243,True,http://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lady Renegades (Rebel Belle #3),1.3113226914753988,1.4481443550570243,True,http://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jurassic Park (Jurassic Park #1),0.7253743175488767,-1.3407711096652182,True,http://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,0.5373190153841072,-1.3407711096652182,True,http://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Is Everyone Hanging Out Without Me? (And Other Concerns),-1.079666150333817,0.05368662269590314,True,http://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the Wild,1.5770687941483943,1.4481443550570243,True,http://books.toscrape.com/catalogue/into-the-wild_177/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inferno (Robert Langdon #4),0.4371196651959285,1.4481443550570243,True,http://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",-0.4450702658086864,0.05368662269590314,True,http://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If I Run (If I Run #1),1.0884154414190887,0.7509154888764638,True,http://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I've Got Your Number,-1.1101616047389147,-1.3407711096652182,True,http://books.toscrape.com/catalogue/ive-got-your-number_173/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,-0.4428920190654653,-0.6435422434846575,True,http://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,-0.13358098152804465,0.05368662269590314,True,http://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",0.6331618720858432,-0.6435422434846575,True,http://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of Leaves,0.05883081412316758,-1.3407711096652182,True,http://books.toscrape.com/catalogue/house-of-leaves_169/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horrible Bear!,0.18444304298226122,-0.6435422434846575,True,http://books.toscrape.com/catalogue/horrible-bear_168/index.html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holidays on Ice,1.1682844886705355,-0.6435422434846575,True,http://books.toscrape.com/catalogue/holidays-on-ice_167/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heir to the Sky,0.6600269152522387,0.7509154888764638,True,http://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Eggs and Ham (Beginner Books B-16),-1.7563748052278922,0.7509154888764638,True,http://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grayson, Vol 3: Nemesis (Grayson #3)",0.5620058118072814,-1.3407711096652182,True,http://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gratitude,-0.6040822780638394,1.4481443550570243,True,http://books.toscrape.com/catalogue/gratitude_163/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone Girl,0.19025170096418448,1.4481443550570243,True,http://books.toscrape.com/catalogue/gone-girl_162/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden (Heart of Dread #3),0.5249756171725198,0.7509154888764638,True,http://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Girl in the Blue Coat,0.05883081412316758,-0.6435422434846575,True,http://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fruits Basket, Vol. 3 (Fruits Basket #3)",0.7398959625036854,-0.6435422434846575,True,http://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Friday Night Lights: A Town, a Team, and a Dream",1.1791757223866417,0.05368662269590314,True,http://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fire Bound (Sea Haven/Sisters of the Heart #5),-0.9947145273481873,0.7509154888764638,True,http://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fifty Shades Freed (Fifty Shades #3),-1.4245552180105183,1.4481443550570243,True,http://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
